Business name,URL,Category/type,Location,Loaded successfully,First impression score,Visual quality score,Mobile conversion score,CTA clarity score,Trust signal score,Offer clarity score,Form/friction score,Speed/performance notes,SEO/local SEO notes,Standout design/conversion ideas,Weaknesses to avoid,Screenshot path,Discovery path,Discovery query,Reviewed at
Billboard,https://www.billboard.com/,landscaping,,true,8,10,6,6,9,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Billboard &#8211; Music Charts, News, Photos &amp; Video. H1: not detected. Schema detected. Location signal not obvious from homepage text.","Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality.",Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/402-billboard-com.jpg,ranking/list/search,top landscape design build companies,2026-06-17T02:04:19.299Z
National Association of Landscape Professionals,https://www.landscapeprofessionals.org/,lawn care; landscape design-build,"Colorado Springs, CO",true,8,8,8,8,6,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: National Association of Landscape Professionals. H1: not detected. No schema detected in homepage HTML. Location signal: Colorado Springs, CO.",Primary quote/call CTA is easy to find.,Services/offers are not immediately clear.,research/screenshots/406-landscapeprofessionals-org.jpg,ranking/list/search,NALP award winning landscaping company,2026-06-17T02:04:22.520Z
naahq.org,https://naahq.org/,landscaping,"Arlington, VA",true,8,8,8,8,5,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Home | National Apartment Association. H1: National Apartment Association. Schema detected. Location signal: Arlington, VA.",Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear.,research/screenshots/406-naahq-org.jpg,ranking/list/search,NALP award winning landscaping company,2026-06-17T02:04:24.897Z
Houzz,https://www.houzz.in/,hardscaping; outdoor living; landscape design-build,,true,8,9,6,6,5,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Houzz for Pros and Homeowners | Build and Design Software | Try Free for 30 Days. H1: The Best Place to Find Professionals. Schema detected. Location signal not obvious from homepage text.,Before/after proof supports homeowner confidence.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/406-houzz-in.jpg,ranking/list/search,Houzz best landscape architects designers company website,2026-06-17T02:04:25.764Z
Wayfair,https://www.wayfair.com/,hardscaping; outdoor living; tree care,,true,7,8,5,5,4,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Wayfair.com - Online Home Store for Furniture, Decor, Outdoors &amp; More. H1: not detected. Schema detected. Location signal not obvious from homepage text.",Service area language supports local intent.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text.,research/screenshots/407-wayfair-com.jpg,ranking/list/search,outdoor living contractor portfolio landscaping,2026-06-17T02:04:26.314Z
Strathcona County,https://www.strathcona.ca/,lawn care; hardscaping; commercial landscaping; tree care,,true,8,9,9,9,8,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Home | Strathcona County. H1: Strathcona County - Municipal Website. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/410-strathcona-ca.jpg,ranking/list/search,outdoor living contractor portfolio landscaping,2026-06-17T02:04:31.208Z
Houzz,https://www.houzz.com.sg/,landscaping,,true,8,9,6,6,5,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Houzz for Pros and Homeowners | Build and Design Software | Try Free for 30 Days. H1: The Best Place to Find Professionals. Schema detected. Location signal not obvious from homepage text.,Before/after proof supports homeowner confidence.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/410-houzz-com-sg.jpg,ranking/list/search,Houzz best landscape architects designers company website,2026-06-17T02:04:31.319Z
Franchise Business Review,https://franchisebusinessreview.com/,outdoor living,,true,6,9,4,4,7,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Top Franchise Opportunities | Franchise Business Review. H1: Compare Top Franchise Opportunities. Schema detected. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/410-franchisebusinessreview-com.jpg,ranking/list/search,franchise landscaping company lawn care,2026-06-17T02:04:31.841Z
Thai Garden Design,https://www.thaigardendesign.com/,hardscaping; irrigation; outdoor living; landscape design-build,"landscaping company Phoenix, AZ",true,8,9,6,6,7,10,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Thai Garden Design - The Thai Landscaping Experts. H1: Professionals in Tropical Landscape Design, Thai Garden Landscaping, and Asian Garden Styles. Schema detected. Location signal: landscaping company Phoenix, AZ.",Basic landscaping service presentation with limited standout conversion pattern.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/413-thaigardendesign-com.jpg,local/service/search,landscaping company Phoenix AZ,2026-06-17T02:04:35.166Z
Houzz,https://www.houzz.co.uk/,hardscaping; outdoor living; landscape design-build,,true,7,9,5,5,5,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Houzz for Pros and Homeowners | Build and Design Software | Try Free for 30 Days. H1: The Best Place to Find Professionals. Schema detected. Location signal not obvious from homepage text.,Before/after proof supports homeowner confidence.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/413-houzz-co-uk.jpg,ranking/list/search,Houzz best landscape architects designers company website,2026-06-17T02:04:35.678Z
Houzz,https://www.houzz.com.au/,hardscaping; outdoor living; landscape design-build; tree care,,true,8,9,6,6,5,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Houzz for Pros and Homeowners | Build and Design Software | Try Free for 30 Days. H1: The Best Place to Find Professionals. Schema detected. Location signal not obvious from homepage text.,Before/after proof supports homeowner confidence.,Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text.,research/screenshots/413-houzz-com-au.jpg,ranking/list/search,Houzz best landscape architects designers company website,2026-06-17T02:04:35.960Z
Houzz,https://www.houzz.ie/,hardscaping; outdoor living; landscape design-build,,true,8,9,6,6,5,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Houzz for Pros and Homeowners | Build and Design Software | Try Free for 30 Days. H1: The Best Place to Find Professionals. Schema detected. Location signal not obvious from homepage text.,Before/after proof supports homeowner confidence.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/416-houzz-ie.jpg,ranking/list/search,Houzz best landscape architects designers company website,2026-06-17T02:04:38.805Z
Franchising.com,https://www.franchising.com/,landscaping,"A Washington, DC",true,6,8,6,6,6,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Franchising.com: Your Complete Guide to Buying a Franchise Opportunity. H1: YOUR COMPLETE GUIDE TO BUYING A FRANCHISE OPPORTUNITY. Schema detected. Location signal: A Washington, DC.",Service area language supports local intent.,Services/offers are not immediately clear.,research/screenshots/417-franchising-com.jpg,ranking/list/search,franchise landscaping company lawn care,2026-06-17T02:04:41.075Z
Genius,https://genius.com/,landscaping,"hardscape contractor Phoenix, AZ",true,7,7,5,5,3,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Genius | Song Lyrics &amp; Knowledge. H1: Genius is the world’s biggest collection of song lyrics and musical knowledge. No schema detected in homepage HTML. Location signal: hardscape contractor Phoenix, AZ.",Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/417-genius-com.jpg,local/service/search,hardscape contractor Phoenix AZ,2026-06-17T02:04:41.622Z
"P Landscape Co., Ltd.",https://www.plandscape.com/,landscaping,"landscaping company Phoenix, AZ",true,6,8,3,3,4,3,4,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: P Landscape Co., Ltd.. H1: not detected. No schema detected in homepage HTML. Location signal: landscaping company Phoenix, AZ.",Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/419-plandscape-com.jpg,local/service/search,landscaping company Phoenix AZ,2026-06-17T02:04:48.637Z
FixThePhoto.com,https://fixthephoto.com/,hardscaping; outdoor living; commercial landscaping,"hardscape contractor Phoenix, AZ",true,8,10,6,7,8,5,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Photo Retouching Services | Professional Photo Editing Service | Photoshop. H1: Photo Retouching Services | Professional Photo Editing. No schema detected in homepage HTML. Location signal: hardscape contractor Phoenix, AZ.","Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality.",Services/offers are not immediately clear. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/419-fixthephoto-com.jpg,local/service/search,hardscape contractor Phoenix AZ,2026-06-17T02:04:50.998Z
The Movie Database (TMDB),https://www.themoviedb.org/,landscaping,,true,7,7,5,5,3,3,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: The Movie Database (TMDB). H1: not detected. Schema detected. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/420-themoviedb-org.jpg,local/service/search,hardscape contractor Phoenix AZ official website,2026-06-17T02:04:51.835Z
